height_cm,weight_kg
1.661429432713356960e+02,5.748192621759562826e+01
1.618180448621511687e+02,5.855982639235037368e+01
1.681112848253879406e+02,7.294547862466055221e+01
1.626326380362538657e+02,6.875681164390614697e+01
1.698420971647890099e+02,9.355117648172841882e+01
1.662074590082637542e+02,6.949209334950199946e+01
1.655109128819270836e+02,7.055569377201743464e+01
1.636610849407022954e+02,7.458689279512215364e+01
1.629168742263905472e+02,7.155312615007092347e+01
1.544200170358577680e+02,8.119993535436529442e+01
1.456302889608183193e+02,4.898289002903949552e+01
1.581399135684020791e+02,6.975583151792709202e+01
1.567992665379009054e+02,8.039969837004998965e+01
1.639846446497432453e+02,4.824227511539428548e+01
1.573508779306465613e+02,5.637644514068373525e+01
1.732539191643239462e+02,5.582985212320936341e+01
1.647361297447184825e+02,6.388592869856761070e+01
1.562841286994723191e+02,6.343130393379868792e+01
1.589074655950957720e+02,7.451877048833020467e+01
1.569150462724018666e+02,5.856175183279972885e+01
1.646586691205646957e+02,7.720417665180521283e+01
1.663329579252470865e+02,6.642696357748714320e+01
1.738912492861834664e+02,6.651941669181483974e+01
1.464902784978684736e+02,5.411710500415077263e+01
1.607115241496057365e+02,5.961297859704032476e+01
1.601593049643223310e+02,6.297873493172948400e+01
1.530570600381645079e+02,5.362750908935931449e+01
1.589198932561888284e+02,6.412805305917200371e+01
1.624034615799880328e+02,7.392732889187101364e+01
1.672593341073574607e+02,6.044311608225952170e+01
1.572599219228965524e+02,6.783296263629461009e+01
1.625959161456794675e+02,6.232829418378726416e+01
1.743222194340721103e+02,7.784892186282141324e+01
1.599783513644952109e+02,6.834955613096556704e+01
1.656111747852606868e+02,8.020144182368963470e+01
1.635208702928406979e+02,7.526155692501934880e+01
1.730323045822551080e+02,7.377129193327813539e+01
1.453590400043786417e+02,6.080273521026868622e+01
1.534501471271339028e+02,6.285340980463042371e+01
1.506026720217842012e+02,5.506335839515583075e+01
1.608824460949984427e+02,7.720397709748078796e+01
1.620883319002447536e+02,5.627035469087439878e+01
1.689253849874049820e+02,7.265057076350446152e+01
1.657932192658197437e+02,6.180243544368644848e+01
1.517915944371204375e+02,5.819968153710856740e+01
1.625873639247120650e+02,7.487698859532744677e+01
1.649964424777431873e+02,6.702577154750430566e+01
1.567967729267344055e+02,6.673742778451189395e+01
1.680731568214532103e+02,8.385761840961428959e+01
1.638306969890806215e+02,7.444341850177471542e+01
1.729647581615040224e+02,6.731626320344079772e+01
1.557023661548184634e+02,7.004375859770426871e+01
1.690310414985901843e+02,7.461938937943037331e+01
1.635448893006949902e+02,6.995582769694522085e+01
1.685843970234917606e+02,6.605112185443979911e+01
1.649957865757671698e+02,7.853604657518607723e+01
1.610459946458908860e+02,7.668105800266019401e+01
1.578508917409507148e+02,6.005834544719594703e+01
1.689478939040518810e+02,5.977037570789699572e+01
1.571545313102004968e+02,6.861002655286435470e+01
1.699094164546955597e+02,7.026968829399976357e+01
1.605688910759473629e+02,6.403981745361038236e+01
1.529517255569668919e+02,6.679385180422960389e+01
1.685231210630647922e+02,7.244548705809945943e+01
1.618170299074590162e+02,6.339588222106321069e+01
1.599878910543168047e+02,6.134761427496516006e+01
1.663138489207877910e+02,5.756235146670485392e+01
1.522771838680280609e+02,6.124960586652143490e+01
1.606460044232339897e+02,5.556340238561510603e+01
1.685814753342104382e+02,6.950111626009923782e+01
1.607433966274452075e+02,7.389340503624914902e+01
1.683369985896235050e+02,5.854508055433790048e+01
1.538166324143308259e+02,7.415233849959098222e+01
1.561223954211322109e+02,7.341481078645621494e+01
1.676314119014419362e+02,6.020086139930896252e+01
1.437893467064174047e+02,7.365331022075372402e+01
1.680218809036674372e+02,6.455075567594286667e+01
1.753680043733765501e+02,6.198048181975196513e+01
1.564198309195706713e+02,5.557521976637946182e+01
1.752036148026246565e+02,5.655179114754156444e+01
1.597048068917973467e+02,8.138794245876647437e+01
1.742273551204708042e+02,7.087175641418430416e+01
1.633036648733993275e+02,6.821053195016396842e+01
1.627934212046698121e+02,7.271304668596798138e+01
1.469876121640894269e+02,5.102712873523154258e+01
1.643796625376911038e+02,6.136133699468550873e+01
1.504276810185310467e+02,6.252481388081458391e+01
1.652769558581323395e+02,5.918359695860883107e+01
1.540299645804990121e+02,6.555789452134300177e+01
1.586406112638195793e+02,6.124649053856592218e+01
1.676452756037774634e+02,6.591872379191467246e+01
1.549736433917845204e+02,6.698264551104827547e+01
1.587863982611728204e+02,6.551065502267925922e+01
1.661141586480096919e+02,7.313276724601504952e+01
1.705317341790555759e+02,7.441424565732773999e+01
1.684760441733401706e+02,6.901240355400112492e+01
1.598171637836490788e+02,7.025624076389182449e+01
1.616442155662367952e+02,6.847193945815934057e+01
1.586107207211441334e+02,6.640435763719801798e+01
1.660107404939226967e+02,5.851582609842478178e+01
1.614710609830459873e+02,7.674404305281305483e+01
1.596710532404635501e+02,5.727455526763749560e+01
1.584316242268442068e+02,6.161965224275010655e+01
1.629597550148398852e+02,5.819280100775306863e+01
1.576125284715774910e+02,7.199251585482946325e+01
1.575453567146858802e+02,5.996747865349761497e+01
1.643489030536798623e+02,6.396839595682351387e+01
1.649196617088038579e+02,7.627248322375010048e+01
1.537588442086542386e+02,6.145940134436310132e+01
1.679460082128713623e+02,6.273130973457062254e+01
1.559339584820008326e+02,7.749395716329487982e+01
1.584459217425393547e+02,6.082476056628443928e+01
1.652763369510413156e+02,5.846222649545882177e+01
1.594651057478775442e+02,6.253040417367294168e+01
1.533514704418549286e+02,5.455833967326933731e+01
1.682393614438323652e+02,7.326996468624963654e+01
1.601092831600554405e+02,5.696185814635637001e+01
1.613690212799525341e+02,6.387764191684914294e+01
1.657971618268030909e+02,7.404457352617473020e+01
1.674077443149254805e+02,6.302778884382369284e+01
1.688511795842050560e+02,5.851376691490791160e+01
1.652052588018047459e+02,8.420165205453690760e+01
1.564485931691201017e+02,5.278007929200985870e+01
1.610432649936166740e+02,7.513247232483885796e+01
1.594821206186239522e+02,7.391584508276878296e+01
1.618841480918999594e+02,6.241095678751099740e+01
1.515511127249605750e+02,6.434238550082108077e+01
1.602939703829779319e+02,6.916566927208454274e+01
1.630559998845516532e+02,5.969951241792013263e+01
1.679951985454825376e+02,7.986953656702573312e+01
1.510352574581775684e+02,6.870417648958192558e+01
1.654235337103170309e+02,6.558821619648421120e+01
1.647609928229608727e+02,5.877076597541230285e+01
1.565993517947339342e+02,7.377922390339608683e+01
1.570009411353648261e+02,7.008751201217005189e+01
1.575503057272468936e+02,5.718826440358868979e+01
1.587872847616131935e+02,7.904502817745374443e+01
1.716909902143976865e+02,7.949078460920361522e+01
1.571400492795863499e+02,6.414979748127549897e+01
1.614969954676275279e+02,6.981250455046271952e+01
1.627948048433418649e+02,7.837869091315775449e+01
1.673663579402192738e+02,7.427126023288610668e+01
1.625280180822478542e+02,7.945433920151748453e+01
1.773395999855511320e+02,7.625340804211418799e+01
1.572745469581866189e+02,7.899521363972466759e+01
1.622362011757769551e+02,6.829450522759464093e+01
1.620923183649688326e+02,7.070483996405812377e+01
1.636690777126986518e+02,6.663252537349315219e+01
1.692245149620958387e+02,7.320650347555255166e+01
1.635532154935936262e+02,7.107811500707084917e+01
1.603143035006690980e+02,7.183856689733491407e+01
1.575111784998275368e+02,7.066707610638492554e+01
1.619281497187296281e+02,6.439600511612245270e+01
1.579020364454286494e+02,7.249782896476013150e+01
1.678572054183952389e+02,6.058120782736350662e+01
1.627263843612776952e+02,7.200146940390101236e+01
1.498940151824785971e+02,6.830428696914813713e+01
1.580731110590801336e+02,7.241382032935695179e+01
1.638568082075064467e+02,6.994658570435395006e+01
1.643520563313330740e+02,6.669772184267593218e+01
1.659373580728088484e+02,7.390293902196772535e+01
1.581721478425535565e+02,7.141198929239698145e+01
1.742527199337434354e+02,7.584792957842753935e+01
1.540950057308925523e+02,7.505337585336663153e+01
1.555845141019285052e+02,5.031024687260915584e+01
1.583230146306095776e+02,7.202974596130952989e+01
1.586912083555404251e+02,5.463941724115081655e+01
1.611550076860464742e+02,5.153966271278197553e+01
1.670705579281573137e+02,6.213978215326849153e+01
1.589462044270935053e+02,6.556432750934473574e+01
1.733861022408221686e+02,6.840097690637290384e+01
1.640625048411895364e+02,6.061574957094944693e+01
1.604903704481756392e+02,6.597306891240953064e+01
1.708303920389197117e+02,7.437391136778208534e+01
1.637997672424891675e+02,6.875042986478983664e+01
1.634950150593591047e+02,6.961298998203422173e+01
1.653061754146903866e+02,6.363974844898589822e+01
1.624840789008559341e+02,6.789119436626660331e+01
1.603562488358496410e+02,6.324869320166745013e+01
1.699855452372863738e+02,7.678810292927930448e+01
1.494652469096220386e+02,5.340295210375079904e+01
1.631080282480566268e+02,8.019384133510327217e+01
1.514474721318725301e+02,7.252541665006056348e+01
1.689943021833327919e+02,6.502481787383375433e+01
1.584724024881478783e+02,6.800935609167274265e+01
1.672503898081012323e+02,7.533121835032561364e+01
1.644868229382933578e+02,6.708923291731777283e+01
1.580937464847903584e+02,6.272430902076152393e+01
1.575403173607160454e+02,5.261478002327316972e+01
1.652739529084042829e+02,7.501267854008472113e+01
1.608898138159080986e+02,7.152666985226036900e+01
1.596161147766459578e+02,6.932748446551575228e+01
1.551212936742044519e+02,5.013573540021090480e+01
1.613650222115543613e+02,6.033975404552905530e+01
1.519669415043771892e+02,7.120555570148809466e+01
1.648121135110731075e+02,6.895208887171824585e+01
1.564572192963871373e+02,7.287562952251991533e+01
1.623595169219957199e+02,6.391044008810105481e+01
1.571540494316551531e+02,6.128069453102435205e+01
1.642669037625109070e+02,8.335962188552866792e+01
1.618458716436090583e+02,7.413940950776745353e+01
1.599294944249880928e+02,7.085110173877497175e+01
1.691813246418359427e+02,6.923918720849630404e+01
1.680903702109832238e+02,6.919628449759868261e+01
1.514926073370432107e+02,7.066818938417073070e+01
1.594108593885857488e+02,7.538351569542155062e+01
1.661664142524396084e+02,6.363259095644034602e+01
1.720887241629786786e+02,6.070618086603327157e+01
1.572201424347430532e+02,7.891608487155622242e+01
1.578556616918652935e+02,6.678591144701849203e+01
1.581224084880263092e+02,7.633682566115328427e+01
1.609113063160545209e+02,7.256229039795269387e+01
1.584402139785379688e+02,7.993467140252744230e+01
1.592266811798889137e+02,5.442452870195673142e+01
1.627557970261445064e+02,5.878717787538808182e+01
1.566248004313026740e+02,5.763043318164604756e+01
1.576959483968223026e+02,7.285309417745409633e+01
1.606014301260735806e+02,5.875349470713327094e+01
1.591586950723615814e+02,6.754463812134839884e+01
1.736079899058302090e+02,7.673374533758783400e+01
1.447938033489505472e+02,5.472272954764256525e+01
1.645212216074614275e+02,6.707389544473389265e+01
1.665992535558187910e+02,6.583964700397611125e+01
1.651164897018312274e+02,7.539942673630724812e+01
1.669889158815172721e+02,6.282273087097723874e+01
1.542231285181371163e+02,7.879891596718216817e+01
1.524911521102321785e+02,4.871480989557824870e+01
1.583259072382502382e+02,6.282287031309130043e+01
1.575469853213439819e+02,4.913338148418773699e+01
1.649857685755506225e+02,6.439467666333953844e+01
1.610590346131506010e+02,8.374995059155834554e+01
1.645019601222116421e+02,6.281742389872977128e+01
1.685866690600136337e+02,7.261747097581272214e+01
1.765361274010180068e+02,8.062708077477731194e+01
1.638588069601587165e+02,6.738103345680028156e+01
1.630766996915734239e+02,6.995202484349134409e+01
1.655395416825387542e+02,6.511020248178738257e+01
1.637598516186052962e+02,5.527428633738112751e+01
1.653728021106598476e+02,5.521520327443396070e+01
1.593545435776011061e+02,7.139064743798722645e+01
1.559035677601027317e+02,5.244067121316516022e+01
1.615890997641384388e+02,5.726251041683441656e+01
1.633176295995436362e+02,6.121012888105993710e+01
1.682737334262372997e+02,6.913009511881169544e+01
1.505571640031875802e+02,6.432239291025797456e+01
1.613833459682070668e+02,5.533435724356016294e+01
1.566768590227462425e+02,5.100873438888370970e+01
1.541803707575982685e+02,6.797045338350255861e+01
1.592556138572142288e+02,6.629657916023397490e+01
1.556750333375863988e+02,6.634426980359188519e+01
1.811328520657827426e+02,6.224569331084606461e+01
1.559042709335426764e+02,6.366616225131664919e+01
1.653149722914729125e+02,6.828203199165696446e+01
1.666467294085911135e+02,5.561903119014001362e+01
1.714179282622196467e+02,7.106374926326445518e+01
1.657166446977448402e+02,6.975054612234077922e+01
1.589165778767821280e+02,6.637547507495844457e+01
1.752324810601007812e+02,7.531239540596074278e+01
1.654163227922086037e+02,7.149258159705725291e+01
1.679345728022869366e+02,8.999016938502005303e+01
1.579438946631059082e+02,5.918981529337938241e+01
1.546984700281755352e+02,7.188637389266486366e+01
1.633500080153909835e+02,7.982077890668547582e+01
1.634137719695311262e+02,7.469270446106999373e+01
1.684173011598872165e+02,7.183483168414672093e+01
1.679033017337274032e+02,6.937431447495004022e+01
1.640728910801991844e+02,7.049922549454896625e+01
1.703963761079384938e+02,6.373676407712543579e+01
1.661363876496036198e+02,7.425014835657191270e+01
1.531357288329858193e+02,6.414003754872970831e+01
1.542104278867215612e+02,5.630535483001030173e+01
1.681580735399411139e+02,7.137333119303050921e+01
1.559833925579345077e+02,7.897636268439488560e+01
1.639615099272236876e+02,7.951262749315448275e+01
1.585318370425800367e+02,5.280383950928420234e+01
1.615464354155271280e+02,7.546396519018146876e+01
1.593837441473850163e+02,7.067295244223610950e+01
1.715535785888079090e+02,7.103783058291894292e+01
1.697428960004291412e+02,7.505300744234195065e+01
1.654883394228451721e+02,8.144286700517429267e+01
1.652199908625757985e+02,6.998468197198100427e+01
1.569713759837442808e+02,6.700171958933209737e+01
1.545976861270538620e+02,6.919064511455712818e+01
1.747423193524699059e+02,8.437493049469549078e+01
1.717792449819613125e+02,6.885843114507756013e+01
1.530340865494527236e+02,5.309371331086498458e+01
1.511023996474777391e+02,5.440760918791411171e+01
1.422933024308346148e+02,5.829170259346238225e+01
1.608500218311005199e+02,5.831702682313206765e+01
1.505563170544857883e+02,6.785178569677124472e+01
1.618399580792254540e+02,7.065636645548778461e+01
1.594512454005927395e+02,7.679252596352564808e+01
1.600214060768234106e+02,6.278982938414925030e+01
1.655873558182782688e+02,7.624622344033299726e+01
1.612011696467747868e+02,7.353984402822885613e+01
1.550376788861172770e+02,7.714049025321990882e+01
1.653133268630946020e+02,8.092796822914382915e+01
1.456429917696951009e+02,5.123561534511632232e+01
1.617319733493883405e+02,6.254670063208771325e+01
1.768094889173771946e+02,8.087509715092815554e+01
1.729024892525181656e+02,6.743939054858344662e+01
1.624034505368867087e+02,6.863108439059919874e+01
1.681694554071719949e+02,5.837487353248847199e+01
1.748535113490535480e+02,7.993957970560323645e+01
1.641902433879829175e+02,7.648469690189364201e+01
1.414107627949838957e+02,5.030909192056108736e+01
1.601588431951145708e+02,8.050530670715798465e+01
1.593601746815380125e+02,6.151259416626756860e+01
1.602073725401048989e+02,5.780391442396673796e+01
1.579663526229359434e+02,7.135482962543969165e+01
1.671476779803339241e+02,7.169937481681077429e+01
1.696382820953953683e+02,6.302585238916721266e+01
1.747804161924165101e+02,5.996416237885564726e+01
1.599217807918919050e+02,5.724588140922396917e+01
1.712886117116315177e+02,6.378055826891572622e+01
1.535542482228980532e+02,6.273906297774152563e+01
1.599459623985199244e+02,7.033736211561411267e+01
1.585683318832278417e+02,5.820689289650393761e+01
1.531410915544641966e+02,5.046455480225015577e+01
1.362210228325006653e+02,5.689634112172954872e+01
1.731643185126484923e+02,6.399848457433383686e+01
1.641687536522781841e+02,6.845663793078063009e+01
1.626162209866206183e+02,6.671117191360757204e+01
1.501451233460796288e+02,6.866676499279986956e+01
1.667096827757469839e+02,7.446008800448363729e+01
1.629830831248555398e+02,6.623342707576300370e+01
1.592194222663228231e+02,7.059060891180673991e+01
1.668234398972729480e+02,7.113728926373785555e+01
1.563452193918393220e+02,6.754225346138338182e+01
1.792313875014254734e+02,8.104631729432672671e+01
1.502367584598878807e+02,4.974151338838868242e+01
1.774222065495953302e+02,7.219630340623410802e+01
1.532659328110444505e+02,5.550064646183812300e+01
1.681314569882766250e+02,7.373494281008053974e+01
1.592649996878434138e+02,6.753935369239596298e+01
1.750774364416346600e+02,7.445773686055441942e+01
1.639026556132330086e+02,6.827613353340629487e+01
1.707334892987519765e+02,7.581917049630453675e+01
1.593570073798985334e+02,6.307820882630664272e+01
1.546633456265810196e+02,8.191732817351879703e+01
1.595992552493281380e+02,8.587276566085870400e+01
1.675563205047937743e+02,6.339784025891488284e+01
1.576752961675003633e+02,5.787739261514064282e+01
1.554213502903270978e+02,6.904026869759846363e+01
1.726169072207792681e+02,6.301953809389935657e+01
1.683384796210845025e+02,6.768449112041993487e+01
1.538364052548025711e+02,6.473291935134453468e+01
1.617647299074867533e+02,7.150081596875531886e+01
1.584523777287217285e+02,5.610344041856088637e+01
1.757745229559829454e+02,8.271491417715755290e+01
1.543954058301608541e+02,5.380735890598218418e+01
1.601961316623028608e+02,7.208526148595476002e+01
1.623729803673754475e+02,6.376888553182659791e+01
1.455646332452764966e+02,6.587982214859492558e+01
1.687185414123551368e+02,6.546921925793374442e+01
1.636375905846390708e+02,6.387456905126338569e+01
1.563931220257686903e+02,5.529052087515263736e+01
1.740038930488550193e+02,8.341189393815501774e+01
1.706135665946713402e+02,5.415213430322489074e+01
1.582496029966625315e+02,6.592515610689439143e+01
1.517124301383231568e+02,5.938209543745054475e+01
1.590854593734123625e+02,6.201129443491252147e+01
1.650102984208430144e+02,5.887123554597193476e+01
1.547816756271026293e+02,6.920876163337518960e+01
1.720030312604153835e+02,6.055595882683984144e+01
1.627733926042561734e+02,7.409632929513357169e+01
1.695749177822977174e+02,6.402629377032089053e+01
1.554786214711566572e+02,7.122357285991439824e+01
1.523032415266911528e+02,6.900495972624274543e+01
1.661379918706478804e+02,6.533741654643914387e+01
1.606003065392588951e+02,6.542528373369546557e+01
1.683859426677782665e+02,7.684871508607261603e+01
1.550744680127877189e+02,5.880845509158615414e+01
1.701893532680508372e+02,8.481209725278245060e+01
1.703020663855283772e+02,7.273483156889946599e+01
1.614371096695544168e+02,5.544609400053332848e+01
1.651898595002382990e+02,6.790819639731670065e+01
1.674548298131690274e+02,7.530402062525183737e+01
1.519928237535512494e+02,6.148984782840838648e+01
1.677615828607012531e+02,7.230400646925563990e+01
1.728954420386548065e+02,6.654454117160645410e+01
1.606390666328387908e+02,7.516116451614806238e+01
1.722534423202859841e+02,7.058630239916627147e+01
1.532395600849823722e+02,6.389423829776054475e+01
1.523424246709121235e+02,6.403596146072172246e+01
1.716511945666807719e+02,7.901804989240687860e+01
1.613100959857193288e+02,6.122302831329909623e+01
1.540637163868283892e+02,5.323691901546989413e+01
1.579717284206684269e+02,5.995371002582737674e+01
1.747011717474042030e+02,9.253536756087862614e+01
1.561576030277309712e+02,7.116783715068906702e+01
1.722320107660242456e+02,7.867498126845052298e+01
1.603226876166168893e+02,6.317960949549420491e+01
1.636724311309718303e+02,7.603935052588528265e+01
1.562854252298897109e+02,6.170687199985431448e+01
1.610167439932791638e+02,6.352700605229516384e+01
1.757576385087498636e+02,7.528977644487662246e+01
1.601793861161070538e+02,6.326338876265651123e+01
1.581888578838620560e+02,7.523143315445928181e+01
1.520692526151061372e+02,4.158270042558699231e+01
1.721790188439741769e+02,7.305058334229570960e+01
1.598000026610718578e+02,6.063545581596498835e+01
1.567973139099518960e+02,6.034861218061308108e+01
1.556558322916456234e+02,5.438600995685344941e+01
1.693131608582744718e+02,6.789066768905928484e+01
1.654180958182890038e+02,8.739865773100044066e+01
1.549688509385771056e+02,5.911026209533490317e+01
1.607303800377379446e+02,6.601380670928479333e+01
1.455209253336291795e+02,6.217126001883402608e+01
1.673719520256469195e+02,7.560140388502301789e+01
1.659973544097588558e+02,7.501117312305251517e+01
1.572799365692161757e+02,6.437186175063216353e+01
1.644429734415891744e+02,7.067509061676611282e+01
1.510723560870181643e+02,6.530743159004362042e+01
1.579565663740301034e+02,5.835920863439903883e+01
1.624366344213345599e+02,6.284208909620269878e+01
1.460225890860627942e+02,6.876340616775227943e+01
1.730296776514136639e+02,6.929771304730434167e+01
